Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000226148	SLC25A39P1	1	1	ENST00000444461	1065	0	-9	-9	-9	-9	1
ENSG00000228288	KDM5B-AS1	1	1	ENST00000417262	748	1	0	205	202780498	202780703	1
ENSG00000183155	RABIF	1	-1	ENST00000367262	2430	1	0	7750	202850351	202858101	1
ENSG00000117153	KLHL12	1	-1	ENST00000367261	3359	11	5	12050	202866088	202878138	1
ENSG00000199471	Y_RNA	1	-1	ENST00000362601	101	0	-9	-9	-9	-9	1
ENSG00000159346	ADIPOR1	1	-1	ENST00000340990	2177	7	0	7021	202920292	202927313	1
ENSG00000159348	CYB5R1	1	-1	ENST00000367249	1651	8	5	885	202932855	202933740	1
ENSG00000163444	TMEM183A	1	1	ENST00000367242	3019	7	2	6079	202977938	202984017	1
ENSG00000143847	PPFIA4	1	1	ENST00000272198	5045	16	14	3817	203040888	203044705	1
ENSG00000122180	MYOG	1	-1	ENST00000241651	1528	2	0	763	203053856	203054619	1
ENSG00000163485	ADORA1	1	1	ENST00000367236	3407	2	1	36079	203098310	203134389	1
ENSG00000133055	MYBPH	1	-1	ENST00000255416	1805	10	2	2390	203141168	203143558	1
ENSG00000133048	CHI3L1	1	-1	ENST00000255409	1792	9	5	1446	203150413	203151859	1
ENSG00000133063	CHIT1	1	-1	ENST00000367229	2246	10	1	2663	203194998	203197661	1
ENSG00000159388	BTG2	1	1	ENST00000290551	2712	1	0	1356	203274876	203276232	1
ENSG00000202300	U6	1	-1	ENST00000365430	104	0	-9	-9	-9	-9	1
ENSG00000122176	FMOD	1	-1	ENST00000354955	3310	2	1	4798	203311622	203316420	1
ENSG00000188783	PRELP	1	1	ENST00000343110	5747	2	0	7231	203445066	203452297	1
ENSG00000188770	OPTC	1	1	ENST00000367222	1359	7	6	4901	203472873	203477774	1
ENSG00000058668	ATP2B4	1	1	ENST00000357681	8968	20	0	55523	203596347	203651870	1
ENSG00000221643	SNORA77	1	1	ENST00000408716	125	0	-9	-9	-9	-9	1
ENSG00000122188	LAX1	1	1	ENST00000442561	3023	4	0	5174	203734782	203739956	1
ENSG00000058673	ZC3H11A	1	1	ENST00000545588	7979	16	0	13910	203772144	203786054	1
ENSG00000257315	ZBED6	1	1	ENST00000550078	4250	0	-9	-9	-9	-9	1
ENSG00000182004	SNRPE	1	1	ENST00000414487	942	4	3	4758	203834247	203839005	1
ENSG00000236430	KRT8P29	1	-1	ENST00000420409	1371	1	0	244	203842044	203842288	1
ENSG00000237379	CBX1P3	1	1	ENST00000413296	527	1	0	615	203924027	203924642	1
ENSG00000211554	AC096645.1	1	-1	ENST00000390128	99	0	-9	-9	-9	-9	1
ENSG00000143842	SOX13	1	1	ENST00000367204	3579	13	0	39204	204042839	204082043	1
ENSG00000143845	ETNK2	1	-1	ENST00000367202	2434	7	2	5185	204110585	204115770	1
ENSG00000143839	REN	1	-1	ENST00000272190	1447	9	0	4033	204131291	204135324	1
ENSG00000170498	KISS1	1	-1	ENST00000367194	709	2	0	3462	204162042	204165504	1
ENSG00000174567	GOLT1A	1	-1	ENST00000308302	883	4	0	10895	204172115	204183010	1
ENSG00000143850	PLEKHA6	1	-1	ENST00000272203	5031	22	0	84885	204243937	204328822	1
ENSG00000143850	PLEKHA6	1	-1	ENST00000564627	275	3	2	92990	204243937	204336927	0
ENSG00000158615	PPP1R15B	1	-1	ENST00000367188	5227	1	0	3179	204375441	204378620	1
ENSG00000133056	PIK3C2B	1	-1	ENST00000367187	7686	33	1	19930	204439014	204458944	1
ENSG00000198625	MDM4	1	1	ENST00000367182	10073	10	0	8975	204485637	204494612	1
ENSG00000200408	RNA5SP74	1	-1	ENST00000363538	109	0	-9	-9	-9	-9	1
ENSG00000170382	LRRN2	1	-1	ENST00000367175	5036	0	-9	-9	-9	-9	1
ENSG00000170382	LRRN2	1	-1	ENST00000367176	3211	2	1	62652	204589346	204651998	0
ENSG00000170382	LRRN2	1	-1	ENST00000367177	3463	1	0	65102	204589346	204654448	0
ENSG00000170382	LRRN2	1	-1	ENST00000496057	469	2	0	52074	204602374	204654448	0
ENSG00000252731	AL161793.1	1	-1	ENST00000516922	85	0	-9	-9	-9	-9	1
ENSG00000252650	RNA5SP75	1	-1	ENST00000516841	111	0	-9	-9	-9	-9	1
ENSG00000251861	SCARNA20	1	1	ENST00000516052	116	0	-9	-9	-9	-9	1
ENSG00000163531	NFASC	1	1	ENST00000404977	4917	25	0	91850	204797910	204889760	0
ENSG00000163531	NFASC	1	1	ENST00000446412	1105	8	0	115444	204797910	204913354	0
ENSG00000252946	SNORD112	1	-1	ENST00000517137	72	0	-9	-9	-9	-9	1
ENSG00000184144	CNTN2	1	1	ENST00000331830	8141	22	0	9706	205012522	205022228	1
ENSG00000251696	AL583832.1	1	1	ENST00000515887	91	0	-9	-9	-9	-9	1
ENSG00000174529	TMEM81	1	-1	ENST00000367167	1388	0	-9	-9	-9	-9	1
ENSG00000117222	RBBP5	1	-1	ENST00000264515	4404	13	2	9621	205074296	205083917	1
ENSG00000133059	DSTYK	1	-1	ENST00000367162	7874	12	0	23465	205156934	205180399	1
ENSG00000133069	TMCC2	1	1	ENST00000358024	3738	4	1	26906	205211172	205238078	1
ENSG00000163545	NUAK2	1	-1	ENST00000367157	3405	6	0	9573	205280953	205290526	1
ENSG00000162873	KLHDC8A	1	-1	ENST00000367156	3177	8	1	7943	205317718	205325661	1
ENSG00000235363	SNRPGP10	1	1	ENST00000432323	225	0	-9	-9	-9	-9	1
ENSG00000226235	LEMD1-AS1	1	1	ENST00000447832	2781	3	0	5620	205342562	205348182	1
ENSG00000186007	LEMD1	1	-1	ENST00000367153	929	5	3	31868	205353492	205385360	1
ENSG00000117266	CDK18	1	1	ENST00000506784	2143	15	0	18351	205473924	205492275	1
ENSG00000253097	U2	1	1	ENST00000517288	84	0	-9	-9	-9	-9	1
ENSG00000174514	MFSD4	1	1	ENST00000367147	4095	9	0	10452	205538427	205548879	1
ENSG00000206762	U6	1	1	ENST00000384035	107	0	-9	-9	-9	-9	1
ENSG00000158711	ELK4	1	-1	ENST00000357992	10239	4	0	7741	205593019	205600760	1
ENSG00000158715	SLC45A3	1	-1	ENST00000367145	3341	4	0	15508	205634014	205649522	1
ENSG00000069275	NUCKS1	1	-1	ENST00000367142	6496	6	0	20336	205698749	205719085	1
ENSG00000268313	AC119673.1	1	1	ENST00000598338	1657	0	-9	-9	-9	-9	1
ENSG00000201944	SNORA72	1	-1	ENST00000365074	132	0	-9	-9	-9	-9	1
ENSG00000117280	RAB7L1	1	-1	ENST00000367139	3272	5	1	2266	205741695	205743961	1
ENSG00000133065	SLC41A1	1	-1	ENST00000367137	4997	10	1	9010	205770188	205779198	1
ENSG00000162877	PM20D1	1	-1	ENST00000367136	2152	12	9	7486	205801894	205809380	1
ENSG00000174502	SLC26A9	1	-1	ENST00000367134	4616	21	0	7527	205904966	205912493	1
ENSG00000196550	FAM72A	1	1	ENST00000367128	2398	3	2	8379	206145578	206153957	1
ENSG00000198049	AVPR1B	1	1	ENST00000367126	2237	1	0	5428	206225380	206230808	1
ENSG00000196533	C1orf186	1	-1	ENST00000331555	1665	5	0	44507	206243598	206288105	1
ENSG00000252692	SNORD60	1	-1	ENST00000516883	86	0	-9	-9	-9	-9	1
ENSG00000196188	CTSE	1	1	ENST00000358184	2228	8	3	4919	206320319	206325238	1
ENSG00000163486	SRGAP2	1	1	ENST00000295713	5967	19	0	41007	206516362	206557369	1
ENSG00000233501	SRGAP2-AS1	1	-1	ENST00000450872	2178	1	0	559	206554257	206554816	1
ENSG00000143466	IKBKE	1	1	ENST00000367120	3269	21	12	4458	206653876	206658334	1
ENSG00000162888	C1orf147	1	-1	ENST00000367119	2096	1	0	4518	206666409	206670927	1
ENSG00000136653	RASSF5	1	1	ENST00000355294	2048	5	1	44979	206711622	206756601	1
ENSG00000143486	EIF2D	1	-1	ENST00000271764	2094	14	3	2729	206778860	206781589	1
ENSG00000143479	DYRK3	1	1	ENST00000367109	2163	2	1	9627	206811106	206820733	1
ENSG00000252853	SNORD112	1	1	ENST00000517044	73	0	-9	-9	-9	-9	1
ENSG00000162889	MAPKAPK2	1	1	ENST00000367103	2961	9	0	43202	206858853	206902055	1
ENSG00000199349	Y_RNA	1	-1	ENST00000362479	113	0	-9	-9	-9	-9	1
ENSG00000136634	IL10	1	-1	ENST00000423557	1630	4	3	1101	206942073	206943174	1
ENSG00000142224	IL19	1	1	ENST00000340758	1030	5	0	37655	206972351	207010006	1
ENSG00000162891	IL20	1	1	ENST00000367098	1553	5	4	1029	207040803	207041832	1
ENSG00000162892	IL24	1	1	ENST00000391929	1320	6	1	1441	207071221	207072662	1
ENSG00000162894	FAIM3	1	-1	ENST00000367091	1950	7	0	7724	207087439	207095163	1
ENSG00000162896	PIGR	1	-1	ENST00000356495	4279	10	0	5752	207113929	207119681	1
ENSG00000162897	FCAMR	1	-1	ENST00000324852	2605	7	3	3164	207135896	207139060	1
ENSG00000182795	C1orf116	1	-1	ENST00000359470	5493	3	0	4900	207201024	207205924	1
ENSG00000180667	YOD1	1	-1	ENST00000315927	6265	1	0	965	207223068	207224033	1
ENSG00000123836	PFKFB2	1	1	ENST00000367080	7094	14	1	7151	207228147	207235298	1
ENSG00000123843	C4BPB	1	1	ENST00000243611	1117	5	2	4702	207265165	207269867	1
ENSG00000123838	C4BPA	1	1	ENST00000367070	2243	11	0	8571	207277775	207286346	1
ENSG00000224462	C4BPAP1	1	1	ENST00000415474	1893	10	2	4195	207340774	207344969	1
ENSG00000232621	C4BPAP2	1	1	ENST00000428434	478	2	0	2344	207399302	207401646	1
ENSG00000196352	CD55	1	1	ENST00000314754	2220	10	9	19038	207513853	207532891	1
ENSG00000117322	CR2	1	1	ENST00000367057	4240	19	0	12050	207627821	207639871	1
ENSG00000203710	CR1	1	1	ENST00000367049	7470	46	34	18477	207762119	207780596	1
ENSG00000203710	CR1	1	1	ENST00000529814	1981	13	7	50652	207739268	207789920	0
ENSG00000253044	AL691452.1	1	1	ENST00000517235	59	0	-9	-9	-9	-9	1
ENSG00000197721	CR1L	1	1	ENST00000508064	1788	11	0	32059	207818675	207850734	1
ENSG00000244703	CD46P1	1	1	ENST00000441364	763	4	0	7217	207818675	207825892	1
ENSG00000117335	CD46	1	1	ENST00000322875	3278	12	8	12930	207943707	207956637	1
ENSG00000203709	C1orf132	1	-1	ENST00000415882	584	3	1	48780	207992491	208041271	1
ENSG00000174059	CD34	1	-1	ENST00000310833	2679	7	0	10999	208073348	208084347	1
ENSG00000076356	PLXNA2	1	-1	ENST00000367033	11444	31	2	67817	208315808	208383625	1
ENSG00000225712	ATP5G2P1	1	-1	ENST00000433580	426	0	-9	-9	-9	-9	1
ENSG00000008118	CAMK1G	1	1	ENST00000009105	2612	12	0	11023	209757277	209768300	1
ENSG00000196878	LAMB3	1	-1	ENST00000391911	4305	21	1	11316	209811993	209823309	1
ENSG00000123689	G0S2	1	1	ENST00000367029	866	1	0	104	209848894	209848998	1
ENSG00000117594	HSD11B1	1	1	ENST00000367028	1477	6	4	25308	209880473	209905781	1
ENSG00000236136	ADORA2BP	1	1	ENST00000429195	842	0	-9	-9	-9	-9	1
ENSG00000009790	TRAF3IP3	1	1	ENST00000367024	2331	16	7	9361	209936932	209946293	1
ENSG00000162757	C1orf74	1	-1	ENST00000294811	1576	1	0	669	209957054	209957723	1
ENSG00000117595	IRF6	1	-1	ENST00000367021	4306	8	2	4688	209969897	209974585	1
ENSG00000117597	DIEXF	1	1	ENST00000491415	8446	11	10	7508	210017041	210024549	1
ENSG00000143469	SYT14	1	1	ENST00000367019	2940	8	1	60877	210126101	210186978	0
ENSG00000143469	SYT14	1	1	ENST00000367019	2940	8	3	73068	210194599	210267667	0
ENSG00000143469	SYT14	1	1	ENST00000367019	2940	8	5	55260	210273806	210329066	0
ENSG00000143469	SYT14	1	1	ENST00000271745	4838	7	1	60374	210126604	210186978	0
ENSG00000143469	SYT14	1	1	ENST00000271745	4838	7	5	55531	210273535	210329066	0
ENSG00000203706	SERTAD4-AS1	1	-1	ENST00000437764	726	1	0	1864	210405116	210406980	1
ENSG00000082497	SERTAD4	1	1	ENST00000367012	5219	3	0	4933	210406356	210411289	1
ENSG00000228110	ST13P19	1	-1	ENST00000442505	1124	1	0	483	210439527	210440010	1
ENSG00000054392	HHAT	1	1	ENST00000261458	3594	11	8	74710	210686532	210761242	0
ENSG00000054392	HHAT	1	1	ENST00000261458	3594	11	10	50616	210797014	210847630	0
ENSG00000054392	HHAT	1	1	ENST00000545781	1583	9	0	58364	210502448	210560812	0
ENSG00000200972	RNU5A-8P	1	-1	ENST00000364102	114	0	-9	-9	-9	-9	1
ENSG00000143473	KCNH1	1	-1	ENST00000271751	3066	10	4	63524	211192598	211256122	1
ENSG00000143473	KCNH1	1	-1	ENST00000271751	3066	10	5	98714	211093411	211192125	1
ENSG00000143473	KCNH1	1	-1	ENST00000271751	3066	10	6	115474	210977508	211092982	1
ENSG00000143473	KCNH1	1	-1	ENST00000271751	3066	10	9	91210	210857480	210948690	1
ENSG00000143473	KCNH1	1	-1	ENST00000367007	3102	10	5	98795	211093411	211192206	0
ENSG00000224668	IPO8P1	1	-1	ENST00000455509	3109	0	-9	-9	-9	-9	1
ENSG00000234233	KCNH1-IT1	1	-1	ENST00000438597	626	1	0	162	211306368	211306530	1
ENSG00000221488	AC092017.1	1	-1	ENST00000408561	94	0	-9	-9	-9	-9	1
ENSG00000117625	RCOR3	1	1	ENST00000419091	2041	11	1	11068	211433506	211444574	1
ENSG00000082512	TRAF5	1	1	ENST00000261464	3972	10	0	26350	211500231	211526581	1
ENSG00000236809	SNX25P1	1	1	ENST00000441817	834	1	0	77	211590962	211591039	1
ENSG00000238137	ARPC3P2	1	1	ENST00000457786	533	0	-9	-9	-9	-9	1
ENSG00000198570	RD3	1	-1	ENST00000367002	4266	2	0	10339	211654771	211665110	1
ENSG00000170385	SLC30A1	1	-1	ENST00000367001	5474	1	0	1702	211749631	211751333	1
ENSG00000222080	AL356310.1	1	-1	ENST00000410148	94	0	-9	-9	-9	-9	1
ENSG00000224763	FDPSP8	1	-1	ENST00000438304	1089	0	-9	-9	-9	-9	1
ENSG00000117650	NEK2	1	-1	ENST00000366999	2131	7	6	3454	211836994	211840448	1
ENSG00000123684	LPGAT1	1	-1	ENST00000366997	7782	7	1	35869	211966532	212002401	1
ENSG00000212205	Y_RNA	1	1	ENST00000390903	88	0	-9	-9	-9	-9	1
ENSG00000143493	INTS7	1	-1	ENST00000366994	4417	19	6	18636	212161345	212179981	1
ENSG00000212187	SNORA26	1	1	ENST00000390885	122	0	-9	-9	-9	-9	1
ENSG00000143476	DTL	1	1	ENST00000366991	4573	14	12	19502	212254092	212273594	1
ENSG00000220749	RPL21P28	1	-1	ENST00000327274	543	0	-9	-9	-9	-9	1
ENSG00000252879	7SK	1	-1	ENST00000517070	156	0	-9	-9	-9	-9	1
ENSG00000066027	PPP2R5A	1	1	ENST00000261461	3123	12	0	42844	212459633	212502477	1
ENSG00000270045	PPP2R5A	1	1	ENST00000537030	1290	12	0	27043	212475434	212502477	1
ENSG00000201544	SNORA16B	1	1	ENST00000364674	135	0	-9	-9	-9	-9	1
ENSG00000065600	TMEM206	1	-1	ENST00000535273	2113	8	2	23325	212560442	212583767	1
ENSG00000117691	NENF	1	1	ENST00000366988	942	3	0	9445	212606462	212615907	1
ENSG00000162772	ATF3	1	1	ENST00000341491	2033	3	0	6088	212782272	212788360	1
ENSG00000162771	FAM71A	1	1	ENST00000294829	2332	0	-9	-9	-9	-9	1
ENSG00000123685	BATF3	1	-1	ENST00000243440	980	2	1	9982	212860321	212870303	1
ENSG00000207491	U6	1	1	ENST00000384760	104	0	-9	-9	-9	-9	1
ENSG00000117697	NSL1	1	-1	ENST00000366978	1344	4	3	55193	212900521	212955714	0
ENSG00000117697	NSL1	1	-1	ENST00000366977	2317	5	3	42771	212912943	212955714	1
ENSG00000203705	TATDN3	1	1	ENST00000532324	1381	9	3	5505	212970538	212976043	1
ENSG00000185523	C1orf227	1	-1	ENST00000332912	506	2	0	11393	213009529	213020922	1
ENSG00000198468	FLVCR1-AS1	1	-1	ENST00000426161	892	1	0	594	213030514	213031108	1
ENSG00000162769	FLVCR1	1	1	ENST00000366971	5939	9	2	10553	213046160	213056713	1
ENSG00000143494	VASH2	1	1	ENST00000366965	3572	5	4	14442	213147412	213161854	1
ENSG00000174606	ANGEL2	1	-1	ENST00000366962	4649	8	1	4627	213181808	213186435	1
ENSG00000136643	RPS6KC1	1	1	ENST00000366960	5490	14	7	54005	213349835	213403840	1
ENSG00000136643	RPS6KC1	1	1	ENST00000543470	3533	14	7	62524	213341316	213403840	0
ENSG00000136643	RPS6KC1	1	1	ENST00000543354	3032	10	2	63290	213277911	213341201	0
ENSG00000221026	AL592063.1	1	-1	ENST00000408099	145	0	-9	-9	-9	-9	1
ENSG00000230461	PROX1-AS1	1	-1	ENST00000433082	5185	4	0	70553	214068861	214139414	1
ENSG00000230461	PROX1-AS1	1	-1	ENST00000433082	5185	4	2	62041	214005965	214068006	1
ENSG00000230461	PROX1-AS1	1	-1	ENST00000600591	484	3	2	62015	214005991	214068006	0
ENSG00000230461	PROX1-AS1	1	-1	ENST00000601907	735	6	3	54063	214013943	214068006	0
ENSG00000230461	PROX1-AS1	1	-1	ENST00000601744	807	6	4	54866	214013140	214068006	0
ENSG00000230461	PROX1-AS1	1	-1	ENST00000413560	496	3	2	53834	214014172	214068006	0
ENSG00000230461	PROX1-AS1	1	-1	ENST00000601335	691	3	2	69786	214068861	214138647	0
ENSG00000117707	PROX1	1	1	ENST00000498508	3670	4	3	23934	214185058	214208992	1
ENSG00000223365	PROX1-IT1	1	1	ENST00000443830	229	1	0	753	214167560	214168313	1
ENSG00000143499	SMYD2	1	1	ENST00000366957	1671	11	0	23760	214454770	214478530	1
ENSG00000152104	PTPN14	1	-1	ENST00000366956	4173	18	0	86226	214638300	214724526	1
ENSG00000215819	KRT18P12	1	1	ENST00000425245	1273	0	-9	-9	-9	-9	1
ENSG00000117724	CENPF	1	1	ENST00000366955	10307	19	0	10393	214776664	214787057	1
ENSG00000250536	FAM108A4P	1	-1	ENST00000503096	1137	1	0	2235	214779422	214781657	1
ENSG00000185221	GAPDHP24	1	1	ENST00000328713	983	0	-9	-9	-9	-9	1
ENSG00000082482	KCNK2	1	1	ENST00000486921	1883	6	0	80413	215179298	215259711	0
ENSG00000082482	KCNK2	1	1	ENST00000486921	1883	6	1	82521	215260021	215342542	0
ENSG00000082482	KCNK2	1	1	ENST00000444842	3379	6	2	44449	215298093	215342542	1
ENSG00000232809	VDAC1P10	1	1	ENST00000416715	891	0	-9	-9	-9	-9	1
ENSG00000136636	KCTD3	1	1	ENST00000259154	3931	17	8	8670	215760028	215768698	1
ENSG00000042781	USH2A	1	-1	ENST00000307340	18883	71	2	53429	216538427	216591856	1
ENSG00000042781	USH2A	1	-1	ENST00000307340	18883	71	20	78039	216270555	216348594	1
ENSG00000202498	SNORD116	1	-1	ENST00000365628	92	0	-9	-9	-9	-9	1
ENSG00000226013	MRPS18BP1	1	-1	ENST00000414228	192	0	-9	-9	-9	-9	1
ENSG00000196482	ESRRG	1	-1	ENST00000366940	5312	8	0	177982	217133027	217311009	0
ENSG00000196482	ESRRG	1	-1	ENST00000366940	5312	8	2	262091	216850833	217112924	0
ENSG00000196482	ESRRG	1	-1	ENST00000366940	5312	8	4	82875	216741440	216824315	0
ENSG00000196482	ESRRG	1	-1	ENST00000360012	5431	6	0	127452	216850833	216978285	0
ENSG00000196482	ESRRG	1	-1	ENST00000361395	5216	7	0	74404	217038520	217112924	0
ENSG00000196482	ESRRG	1	-1	ENST00000361395	5216	7	1	187570	216850833	217038403	0
ENSG00000196482	ESRRG	1	-1	ENST00000366938	5274	7	0	224333	216888591	217112924	0
ENSG00000196482	ESRRG	1	-1	ENST00000359162	5197	7	0	149834	217113015	217262849	0
ENSG00000196482	ESRRG	1	-1	ENST00000493603	5304	8	0	197994	217113015	217311009	0
ENSG00000196482	ESRRG	1	-1	ENST00000463665	3359	7	0	76128	217174066	217250194	0
ENSG00000196482	ESRRG	1	-1	ENST00000463665	3359	7	1	135075	217038520	217173595	0
ENSG00000196482	ESRRG	1	-1	ENST00000463665	3359	7	3	108978	216741440	216850418	0
ENSG00000196482	ESRRG	1	-1	ENST00000487276	3015	8	1	71484	217038520	217110004	0
ENSG00000196482	ESRRG	1	-1	ENST00000493748	2074	8	1	60580	217113015	217173595	0
ENSG00000196482	ESRRG	1	-1	ENST00000586199	569	4	0	138463	217113015	217251478	0
ENSG00000196482	ESRRG	1	-1	ENST00000586199	569	4	1	232096	216880828	217112924	0
ENSG00000196482	ESRRG	1	-1	ENST00000586199	569	4	3	133327	216741440	216874767	0
ENSG00000196482	ESRRG	1	-1	ENST00000488947	327	2	0	150758	217113015	217263773	0
ENSG00000196482	ESRRG	1	-1	ENST00000459825	321	3	0	103690	217159159	217262849	0
ENSG00000092978	GPATCH2	1	-1	ENST00000366935	5851	9	4	95432	217688231	217783663	1
ENSG00000162814	SPATA17	1	1	ENST00000470448	847	7	5	58618	217856703	217915321	0
ENSG00000162814	SPATA17	1	1	ENST00000366933	5818	10	4	58614	217856703	217915317	1
ENSG00000162814	SPATA17	1	1	ENST00000366933	5818	10	8	60924	217975192	218036116	1
ENSG00000228247	UBBP2	1	-1	ENST00000376781	231	0	-9	-9	-9	-9	1
ENSG00000201493	U1	1	1	ENST00000364623	158	0	-9	-9	-9	-9	1
ENSG00000067533	RRP15	1	1	ENST00000366932	7771	4	3	23316	218480974	218504290	1
ENSG00000092969	TGFB2	1	1	ENST00000366930	4969	6	0	58122	218520389	218578511	0
ENSG00000092969	TGFB2	1	1	ENST00000366929	5053	7	1	41752	218536759	218578511	1
ENSG00000228208	C1orf143	1	1	ENST00000443836	762	2	0	13166	218683529	218696695	1
ENSG00000212610	U3	1	-1	ENST00000391308	209	0	-9	-9	-9	-9	1
ENSG00000143353	LYPLAL1	1	1	ENST00000366928	1898	4	2	17281	219366593	219383874	1
ENSG00000225920	RIMKLBP2	1	-1	ENST00000424737	654	0	-9	-9	-9	-9	1
ENSG00000215817	ZC3H11B	1	-1	ENST00000431766	3237	1	0	368	219785905	219786273	1
ENSG00000252240	AC096643.1	1	1	ENST00000516431	91	0	-9	-9	-9	-9	1
ENSG00000196660	SLC30A10	1	-1	ENST00000484239	1902	8	3	61506	219995962	220057468	0
ENSG00000196660	SLC30A10	1	-1	ENST00000484239	1902	8	7	104616	219859074	219963690	0
ENSG00000196660	SLC30A10	1	-1	ENST00000366926	1915	3	1	8534	220091836	220100370	1
ENSG00000252086	RNA5SP76	1	1	ENST00000516277	87	0	-9	-9	-9	-9	1
ENSG00000221673	U3	1	1	ENST00000408746	179	0	-9	-9	-9	-9	1
ENSG00000136628	EPRS	1	-1	ENST00000366923	5014	31	17	8160	220162165	220170325	1
ENSG00000162813	BPNT1	1	-1	ENST00000469520	2737	9	1	9832	220253196	220263028	1
ENSG00000067704	IARS2	1	1	ENST00000302637	3542	22	11	10763	220287816	220298579	1
ENSG00000118873	RAB3GAP2	1	-1	ENST00000358951	7257	34	0	39360	220406205	220445565	1
ENSG00000118873	RAB3GAP2	1	-1	ENST00000483278	1840	7	6	60948	220321801	220382749	0
ENSG00000118873	RAB3GAP2	1	-1	ENST00000478976	575	5	1	80732	220363767	220444499	0
ENSG00000222370	SNORA36B	1	-1	ENST00000410438	131	0	-9	-9	-9	-9	1
ENSG00000218283	MORF4L1P1	1	1	ENST00000404582	967	0	-9	-9	-9	-9	1
ENSG00000213033	AURKAPS1	1	-1	ENST00000451805	1212	0	-9	-9	-9	-9	1
ENSG00000224867	AC096644.1	1	-1	ENST00000416839	153	2	1	4313	220603370	220607683	1
ENSG00000116141	MARK1	1	1	ENST00000366918	5169	15	0	50481	220702215	220752696	0
ENSG00000162817	C1orf115	1	1	ENST00000294889	3413	1	0	5901	220864053	220869954	1
ENSG00000117791	MARC2	1	1	ENST00000366913	2127	7	3	16968	220936392	220953360	1
ENSG00000186205	MARC1	1	1	ENST00000366910	2170	6	5	8018	220978616	220986634	1
ENSG00000221571	U6atac	1	1	ENST00000408644	118	0	-9	-9	-9	-9	1
ENSG00000257551	HLA-AS1	1	-1	ENST00000552026	563	2	0	46657	221006534	221053191	1
ENSG00000136630	HLX	1	1	ENST00000366903	4046	3	2	1847	221055690	221057537	1
ENSG00000143507	DUSP10	1	-1	ENST00000366899	2676	3	1	32468	221879808	221912276	1
ENSG00000200033	U6	1	-1	ENST00000363163	104	0	-9	-9	-9	-9	1
ENSG00000212094	AC092765.1	1	-1	ENST00000390805	84	0	-9	-9	-9	-9	1
ENSG00000227613	QRSL1P2	1	-1	ENST00000418582	964	0	-9	-9	-9	-9	1
ENSG00000234419	CICP13	1	1	ENST00000422015	2789	0	-9	-9	-9	-9	1
ENSG00000222399	U6	1	-1	ENST00000410467	104	0	-9	-9	-9	-9	1
ENSG00000143512	HHIPL2	1	-1	ENST00000343410	2575	8	4	6537	222705453	222711990	1
ENSG00000143498	TAF1A	1	-1	ENST00000350027	1911	11	4	6780	222744007	222750787	1
ENSG00000154305	MIA3	1	1	ENST00000344922	8142	27	5	12305	222806591	222818896	1
ENSG00000186063	AIDA	1	-1	ENST00000340020	3008	9	5	10712	222849560	222860272	1
ENSG00000162819	BROX	1	1	ENST00000340934	4124	12	1	3125	222889142	222892267	1
ENSG00000197520	FAM177B	1	1	ENST00000445590	1345	5	1	8510	222911363	222919873	1
ENSG00000154309	DISP1	1	1	ENST00000495684	562	7	1	75836	222997287	223073123	0
ENSG00000154309	DISP1	1	1	ENST00000495684	562	7	2	83215	223073207	223156422	0
ENSG00000154309	DISP1	1	1	ENST00000360254	1070	3	0	55998	223045774	223101772	0
ENSG00000154309	DISP1	1	1	ENST00000284476	4762	7	1	39748	223116674	223156422	1
ENSG00000234523	NDUFB1P2	1	1	ENST00000449477	176	0	-9	-9	-9	-9	1
ENSG00000187554	TLR5	1	-1	ENST00000540964	4088	3	2	19440	223286377	223305817	1
ENSG00000143502	SUSD4	1	-1	ENST00000343846	3480	7	0	70627	223465993	223536620	1
ENSG00000143502	SUSD4	1	-1	ENST00000484758	793	4	1	94603	223442017	223536620	0
ENSG00000251789	U4	1	1	ENST00000515980	103	0	-9	-9	-9	-9	1
ENSG00000178395	C1orf65	1	1	ENST00000366875	2098	0	-9	-9	-9	-9	1
ENSG00000203697	CAPN8	1	-1	ENST00000366872	2262	19	12	80550	223722925	223803475	1
ENSG00000235428	WI2-2998D17.2	1	-1	ENST00000439337	886	0	-9	-9	-9	-9	1
ENSG00000227002	SNRPEP10	1	-1	ENST00000420249	274	0	-9	-9	-9	-9	1
ENSG00000212398	U6	1	1	ENST00000391096	64	0	-9	-9	-9	-9	1
ENSG00000162909	CAPN2	1	1	ENST00000295006	3573	20	1	26269	223905533	223931802	1
ENSG00000143514	TP53BP2	1	-1	ENST00000343537	4651	17	0	24287	224009069	224033356	1
ENSG00000227621	PHBP11	1	-1	ENST00000420550	809	0	-9	-9	-9	-9	1
ENSG00000188460	ACTBP11	1	-1	ENST00000436287	1126	0	-9	-9	-9	-9	1
ENSG00000233771	CICP5	1	1	ENST00000424045	2215	2	1	444	224137516	224137960	1
ENSG00000212157	U6	1	-1	ENST00000390855	104	0	-9	-9	-9	-9	1
ENSG00000269358	AC138393.1	1	-1	ENST00000600307	135	2	0	309	224216040	224216349	1
ENSG00000252484	7SK	1	-1	ENST00000516675	260	0	-9	-9	-9	-9	1
ENSG00000143756	FBXO28	1	1	ENST00000366862	5451	4	2	18930	224321914	224340844	1
